,5HT1a,5HT1b,5HT2a,5HT4,5HT6,5HTT,A4B2,CB1,D1,D2,DAT,GABAa,H3,M1,mGluR5,MU,NAT,NMDA,VAChT
45,-0.052793425,0.5810104939950808,-0.46826625,-0.00029591948,0.3226075917192238,-0.08108588,0.8022966609395925,1.1690721665459962,-0.8664974984165907,0.3054921062420591,-0.2557988909271532,0.37447869494642794,-0.1887950917344759,0.729614263542641,0.12793772025387598,-0.21269903316712918,1.3413658695463266,-0.0030792372350012206,0.4997290418214632
46,-0.6977729,0.5251608294710677,-0.8072693,-1.1099803,-0.28178603780962647,-0.31739452,1.1868701251997509,0.1698048388307485,-1.3411457898933028,-0.5791944095256709,-0.7879238916887441,0.11461710721595975,0.13632890266562495,-0.2704019785696287,-0.6384832385010497,-0.634787350623271,1.281501857093978,-0.41526975661588117,0.9030278865226892
47,-1.0179135,0.47697564918898905,-1.0453507,-1.7164176,-0.15521625048100138,-0.0018598512,0.5030789964985044,-0.5369341598355102,-0.8568658116079931,-0.37677869573390954,0.23202111146287208,-0.15202833133674384,-0.5582465190969457,-0.5001775565283296,-0.3381866817063493,-1.0025735844213537,1.6612708879766254,0.040995649184287296,1.0756736122021753
48,0.08093329,0.028928824920781356,-0.35238025,-0.32893637,0.18492329519215744,1.56287,1.0429141525654737,0.8290391101952634,0.1474943030925157,-0.3493682935627085,0.9182705312208305,-0.45011849261525716,1.9510959734886701,0.44665824573034946,0.5495065198791812,0.589569779759147,1.7890849717261217,0.40341436131323755,2.249010556035595
49,-1.3417382,0.33590094144884003,-1.8525252,-2.0118377,-0.4860698718789847,-0.42998517,0.6724795631701777,-1.146479591628332,-0.6866836834250649,-0.8227439703626901,0.19963492529855476,-0.0923118877219152,-0.5003511957810493,-1.2388691204627909,-0.764528269436655,-0.664785153043927,1.3331284268772086,0.5365796664932998,1.37063363519224
50,-1.3378812,-0.6427543032591744,-1.3605356,-1.9570309,-1.4309689033510287,-0.048566345,-0.4284414861636817,-0.06533716767528149,-1.787633329801792,-0.8483284069116445,-1.4946798449576615,-1.446538368733957,-1.0777733113694308,-0.9707021721550867,-1.5238046643826109,-1.5726799255791937,0.43633209335085377,-1.2252048383704612,-0.5041360852131566
51,-0.9378029,-1.2584217112505767,-1.50884,-1.2212878,-1.4511145606467493,-0.15564771,-0.9612672205141247,0.16423209863752336,-1.7622674410936807,-0.594791385118214,-1.740239285850964,-0.9119898973182495,-1.366555038582644,-0.8848063589667647,-1.278615034149363,-1.1824955812491142,-0.4821229176563416,-1.8730956761539237,-0.7604163167136816
52,-1.6335145,0.2247604729442707,-1.7319264,-1.9385092,-0.1826301672225749,0.01803233,0.36731620383934405,-1.0190646699270491,-0.6312145851008348,-0.6151624233761018,0.07989745404259802,0.7624376784815773,-0.7262164018609408,-0.6051812817414479,-0.8212918892749089,-1.2951947673230437,2.0869867117290526,0.556613460465397,1.621306530045795
53,-0.67832553,-0.2606912634326855,-1.5492028,-1.0284479,0.38185820036525814,0.45852426,0.41101385354244796,0.5237120887541278,0.18838859115880818,-0.37426941209352566,0.545963657011862,-0.8789995046581457,1.158050453265127,0.8968610567607546,0.38018586708668844,0.12044959453350354,1.3611897615599888,0.2774546338388563,0.603974187508356
54,-0.640378,-0.3950138466784822,-1.1440016,-1.2830229,-0.30320766527555454,0.43284133,-0.282339434308843,-0.13733637727685885,-0.4928010245747362,-0.8986978641741113,0.4697079786452921,-1.2537077044849927,0.9976171529667069,-0.13973822703923494,-0.5044855839378836,-0.29512669209264614,2.2940466231337755,0.3774434021932343,1.4466048224008357
55,-0.44321603,0.4006408588411534,-0.28796685,-0.8855422,-0.18566171356165423,-0.10313396,0.37027249522465705,-0.10799528933878304,-0.11413183559699011,-0.740740422437585,0.129006074420856,0.6715843951359446,1.404509015192236,-0.2352624520841878,-0.058702182117067056,0.559692820952596,1.9309436897769907,0.573028238170652,1.3479175651567143
56,-1.4381225,-0.4398460930323113,-1.6676745,-1.855327,-0.8483376861893835,-0.5311231,0.3759781272507739,-0.45642113674880763,-1.5787242889304671,-1.0050157998537663,-0.9344020998039801,-0.6557113587542645,-0.40492482760208415,-1.0319730768605881,-1.5456195907946,-1.0592905217325677,1.2852729362891153,-0.40308557191358474,0.5139836513982703
57,-0.5800753,-0.8594569856064175,-0.68731165,-0.49044946,-0.8686057985501061,-0.6923016,-1.0307364464309512,-0.5052856537596505,-1.2435211997782083,-0.5799679344235029,-1.277963558470534,-1.1038524328718582,-0.9728456551613065,-0.6235482673163187,-0.9170461919974465,-0.5544598575038963,-0.6063802699917163,-0.629426914918044,-0.8218458910261858
58,-1.5634598,-0.548723824651994,-1.7286934,-2.0819025,-0.9909547745197343,-0.052499823,-0.13565481610821115,-1.1875335952890709,-1.2978219778926494,-0.9900667504905453,-0.514713835824945,-0.38448590002754884,-0.7691990420414783,-1.159780064589771,-1.5401926728860549,-1.4854104411730016,1.7078435808724375,-0.12375223531818877,0.5561524123737738
59,-0.938251,-0.9852819989309541,-1.8372027,-1.4074885,-0.8281552343385873,-0.29869205,-0.6803760792530431,-0.8731538680515596,-1.3563571558919454,-0.7648888005240028,-1.3635282103613804,-0.8117413176566264,-0.805504937608645,-0.5296467357654567,-1.1583304250386939,-0.9714265956930934,0.4598020827951685,-1.3364613789866104,-0.7759202847490767
60,-0.66149056,-0.05439120254559833,-0.038920727,-0.95374817,-0.2863188484242878,-0.7745532,0.5449885917690493,-0.6698795780530813,-1.1060775976392478,-0.8999138276025599,-0.7303863884114655,-0.4499419637648476,-0.051995048973731625,-1.3987264233625016,-0.8460708538150069,0.09082008687935542,0.5750577068947961,-0.4402074038318394,-0.05747732485641347
